77	0.999338	0.999924	0.999833	1.000194	0.999803	1.000149
77	0.230151	0.263341	0.017613	0.071296	-0.377510	-0.111202
78	0.999286	0.999895	0.999746	1.000116	0.999697	1.000096
78	0.174914	0.306271	0.103516	0.068801	-0.340427	-0.164413
79	0.999226	0.999871	0.999729	1.000232	0.999695	1.000239
79	0.202498	0.331845	0.125405	0.080196	-0.243750	-0.176428
80	0.999277	0.999856	0.999777	1.000174	0.999718	1.000193
80	0.159330	0.331718	0.074942	0.060926	-0.271701	-0.137938
81	0.999539	0.999827	0.999735	1.000157	0.999718	1.000108
81	0.145687	0.329790	0.085324	0.026123	-0.384442	-0.133136
82	0.999956	0.999865	0.999796	1.000027	0.999725	1.000174
82	0.173305	0.285367	0.022719	0.149405	-0.340843	-0.222828
83	1.000625	0.999859	0.999696	1.000115	0.999739	1.000171
83	0.148314	0.278973	0.087588	0.069508	-0.332297	-0.193720
84	1.001070	0.999842	0.999725	1.000171	0.999631	1.000057
84	0.141108	0.326451	0.103047	0.033807	-0.310469	-0.133443
85	1.001472	1.000019	0.999920	1.000228	0.999931	1.000276
85	0.196961	0.317338	0.063523	0.170054	-0.380800	-0.133949
86	1.001127	1.000086	0.999879	1.000248	0.999915	1.000357
86	0.179686	0.308076	0.164531	0.184956	-0.306157	-0.144010
87	1.001128	1.000073	0.999941	1.000316	0.999916	1.000357
87	0.171260	0.332674	0.066371	0.122440	-0.381602	-0.181030
88	1.000666	1.000123	0.999984	1.000327	1.000008	1.000409
88	0.217270	0.321127	0.070310	0.143624	-0.322656	-0.167476
89	1.000300	1.000104	1.000012	1.000339	0.999932	1.000443
89	0.227944	0.317914	0.081118	0.178226	-0.264539	-0.212011
90	1.000197	1.000065	0.999932	1.000300	0.999879	1.000314
90	0.196852	0.326766	0.053820	0.105482	-0.334729	-0.161838
91	0.999718	1.000113	1.000081	1.000343	1.000015	1.000440
91	0.206053	0.323142	0.038658	0.200373	-0.367964	-0.152209
92	0.999487	1.000083	0.999929	1.000329	0.999897	1.000299
92	0.172842	0.309374	0.101982	0.104344	-0.322001	-0.114185
